DATE,PROJECT_ID,TITLE,BOROUGH,LEVEL_OF_REVIEW,AGENCY,CERTIFICATE_NUMBER,PUBLIC_PRIVATE,ACTION,PROJECT_TYPE
09/18/2023,23311,"Construction of a retaining wall, J. Hood Wright Park, South Pinehurst Avenue and West 176th Street, Manhattan",Manhattan,Preliminary,DPR,28595,Public,Calendared for Consent,Landscape architecture
09/18/2023,23312,"Reconstruction of Jennie Jerome Playground, Jerome Avenue, on-ramp to the Cross Bronx Expressway, and 174th Street, Bronx",Bronx,Final,DPR,28592,Public,Calendared for Consent,Landscape architecture
09/18/2023,23313,"Reconstruction of Pontiac Playground, adjacent to P.S. 5, East 150th Street, between Jackson Avenue and Concord Avenue, Bronx",Bronx,Preliminary and Final,DPR,28598,Public,Calendared for Consent,Landscape architecture
09/18/2023,23314,"Reconstruction of the basketball courts and adjacent site work, Park of the Americas (formerly Linden Park), 41st Avenue, 104th Street, 42nd Avenue, and 103rd Street, Corona, Queens",Queens,Preliminary and Final,DPR,28599,Public,Calendared for Consent,Landscape architecture
09/18/2023,23318,"Minor modifications to signage as part of the construction of a park (Abolitionist Place), Willoughby Street, Duffield Street and Gold Street, Brooklyn",Brooklyn,Amended Final,EDC,28600,Public,Calendared for Consent,Signage
10/02/2023,23358,"Minor modifications to the installation of manholes, vent pipe, and overfill signage, Engine Company 218, 650 Hart Street, Brooklyn",Brooklyn,Amended Final,FDNY,28601,Public,Delegation Approval,Building systems & Modifications
10/02/2023,23359,"Minor modifications to the reconstruction of a storefront entryway, Arthur Avenue Retail Market, 2344 Arthur Avenue, Bronx",Bronx,Amended Final,EDC,28602,Private,Delegation Approval,Building systems & Modifications
10/02/2023,23360,"Minor modifications to the installation of mechanical equipment and replacement of the roof, Engine Company 153, 74 Broad Street, Staten Island",Staten Island,Amended Final,FDNY,28603,Public,Delegation Approval,Building systems & Modifications
10/02/2023,23361,"Installation of rooftop HVAC equipment, New Administration Building, 104 B Road, Wards Island Wastewater Resource Recovery Facility, Wards Island, Manhattan",Manhattan,Preliminary and Final,DEP,28604,Public,Delegation Approval,Building systems & Modifications
10/02/2023,23363,"Installation of rooftop mechanical equipment, 21-10 Borden Avenue, Long Island City, Queens",Queens,Preliminary and Final,DHS,28606,Public,Delegation Approval,Building systems & Modifications
10/16/2023,23255,"Reconstruction of stairs, Riverside Park, West 105th Street and Riverside Drive, Manhattan",Manhattan,Preliminary and Final,DPR,28620,Public,Calendared for Public Hearing,Landscape architecture
10/16/2023,23265,"Reconstruction of the Briarwood Community Library, 85-12 Main Street, Briarwood, Queens",Queens,Preliminary,DDC/QL,28609,Public,Calendared for Consent,Architecture
10/16/2023,23304,"Installation of signage on light poles (The Bronx Walk of Fame), Grand Concourse from East 138th Street to East 167th Street, Bronx",Bronx,Preliminary and Final,DOT,28612,Public,Calendared for Consent,Signage
10/16/2023,23316,"Reconstruction of Lily Brown Playground, Fort Washington Park, east of Riverside Drive, between West 162nd Street and West 163rd Street, Manhattan",Manhattan,Preliminary,DPR,28614,Public,Calendared for Consent,Landscape architecture
10/16/2023,23362,"Installation of retail signage (JD Sports) and storefront paneling, 159-02 Jamaica Avenue, Jamaica, Queens",Queens,Preliminary and Final,EDC,28605,Private,Calendared for Consent,Signage
10/16/2023,23364,"Installation of What do I See to be Except Myself (formerly Reflections) by Oasa DuVerney, Eastern Parkway Library, 1044 Eastern Parkway, Brooklyn",Brooklyn,Preliminary,DCLA%/DDC,28607,Public,Calendared for Consent,Artwork
10/16/2023,23365,"Construction of The Breakneck Bridge over the Metro-North Railroad, Hudson Highlands Fjord Trail, Breakneck Point adjacent to Route 9D, Dutchess County",Upstate,Final,DEP,28610,Public,Calendared for Consent,Bridge
10/16/2023,23366,"Rehabilitation of the Hudson River Drainage Chamber and adjacent site work, Breakneck Point, Town of Fishkill, Dutchess County",Upstate,Final,DEP,28611,Public,Calendared for Consent,Architecture
10/16/2023,23367,"Reconstruction of a portion of ""Uncle"" Vito F. Maranzano Glendale Playground, Central Avenue, between 70th Street and 71st Street, Glendale, Queens",Queens,Preliminary,DPR,28613,Public,Calendared for Consent,Landscape architecture
10/16/2023,23368,"Construction of an overlook and adjacent site work, Hermon A. MacNeil Park, Poppenhusen Avenue and 119th Street, College Point, Queens",Queens,Preliminary and Final,DPR,28615,Public,Calendared for Consent,Landscape architecture
10/16/2023,23369,"Reconstruction of Dawson Playground, adjacent to P.S. 60, Dawson Street and Rogers Place, Bronx",Bronx,Final,DPR,28616,Public,Calendared for Consent,Landscape architecture
10/16/2023,23370,"Reconstruction of Zimmerman Playground, Barker Avenue, Britton Street, and Olinville Avenue, Bronx",Bronx,Final,DPR,28617,Public,Calendared for Consent,Landscape architecture
10/16/2023,23371,"Rehabilitation of a playground, Ferry Point Community Park, Balcom Avenue at the terminus of Dewey Avenue, Bronx",Bronx,Final,DPR,28618,Public,Calendared for Consent,Landscape architecture
10/16/2023,23372,"Construction of a distinctive sidewalk as part of the Downtown Brooklyn and Fulton Mall streetscape master plan, Fullton Street between Flatbush Avenue and Boerum Place, Brooklyn",Brooklyn,Preliminary and Final,DPR/DOT,28619,Public,Calendared for Consent,Distinctive sidewalk
10/16/2023,23373,"Installation of Fabled Ecosystem by Miguel Braceli, Mary Cali Dalton Recreation Center, 6 Victory Boulevard, adjacent to at the Lyons Pool, Hannah Street, Murray Hulbert Avenue, and the Tompkinsville Esplanade, Staten Island",Staten Island,Conceptual,DCLA%/DDC/DPR,28622,Public,Calendared for Public Hearing,Artwork
10/16/2023,23374,"Installation of Through Thick and Thin by Risa Puno, Mary Cali Dalton Recreation Center, 6 Victory Boulevard, adjacent to at the Lyons Pool, Hannah Street, Murray Hulbert Avenue, and the Tompkinsville Esplanade, Staten Island",Staten Island,Conceptual,DCLA%/DDC/DPR,28623,Public,Calendared for Public Hearing,Artwork
10/16/2023,23382,"Construction of an administrative building and adjacent site work, Harper Street Yard, 32-11 Harper Street, Corona, Queens",Queens,Preliminary,DDC/DOT,28608,Public,Calendared for Consent,Architecture
10/16/2023,23386,"Construction of a pavilion, Queens Botanical Garden, 43-50 Main Street, Elder Avenue between 134th Street and 136th Street, Flushing, Queens",Queens,Preliminary,DCLA/DPR,28621,Public,Calendared for Public Hearing,Architecture
10/30/2023,23387,"Installation of rooftop guardrails and replacement of the roof, Fort Washington Armory, 216 Fort Washington Avenue, Manhattan",Manhattan,Preliminary and Final,DDC/DHS,28624,Public,Delegation Approval,Building systems & Modifications
10/30/2023,23388,"Addition of green roofs to a comfort station and two maintenance buildings as part of the reconstruction of the coastline (East Side Coastal Resiliency), East River Park and the East River at East 10th Street, East 6th Street, and Grand Street, Manhattan",Manhattan,Amended Final,DDC/DOT/DPR/DEP,28625,Public,Delegation Approval,Building systems & Modifications
10/30/2023,23389,"Installation of an antenna, 335 Adams Street, Brooklyn",Brooklyn,Preliminary and Final,EDC,28626,Private,Delegation Approval,Building systems & Modifications
10/30/2023,23390,"Minor modifications to the installation of a barge and gangway to accommodate citywide ferry service, 431 East 34th Street, between the FDR Drive and East River, Manhattan",Manhattan,Preliminary and Final,EDC,28627,Public,Delegation Approval,Landscape architecture
10/30/2023,23391,"Construction of a fenced-in area and installation of a trash enclosure, 62 Clifton Place, Brooklyn",Brooklyn,Preliminary and Final,DOT,28628,Private,Delegation Approval,Street Furniture
10/30/2023,23392,"Construction of athletic fields, including parking areas and adjacent site work, South Park, Freshkills Park, between Arthur Kill Road and West Shore Expressway, Staten Island",Staten Island,Amended Final,DPR,28629,Public,Delegation Approval,Landscape architecture
11/13/2023,23393,"Reconstruction of a tot lot, Mahoney Playground, Beechwood Avenue and Cleveland Street, Staten Island",Staten Island,Preliminary,DPR,28635,Public,Calendared for Consent,Landscape architecture
11/13/2023,23394,"Reconstruction of Peña Herrera Playground, adjacent to P.S. 001, 3rd Avenue between 46th street and 47th Street, Brooklyn",Brooklyn,Preliminary,DPR,28636,Public,Calendared for Consent,Landscape architecture
11/13/2023,23395,"Rehabilitation of Ranaqua, Bronx Park, 1 Bronx River Parkway, Bronx",Bronx,Preliminary,DPR,28639,Public and Private,Calendared for Consent,Building systems & Modifications
11/13/2023,23396,"Installation of interpretive signage as part of the reconstruction of the shoreline (Tottenville Shoreline Protection Plan), between Conference House Park and Butler Manor Woods, Tottenville, Staten Island",Staten Island,Preliminary and Final,DPR,28640,Public,Calendared for Consent,Signage
11/13/2023,23397,"Construction of a retaining wall, J. Hood Wright Park, South Pinehurst Avenue and West 176th Street, Manhattan",Manhattan,Final,DPR,28641,Public,Calendared for Consent,Landscape architecture
11/13/2023,23398,"Reconstruction of Hoffman Park, Hoffman Drive between 58th Avenue and Woodhaven Boulevard, Elmhurst, Queens",Queens,Final,DPR,28642,Public,Calendared for Consent,Landscape architecture
11/13/2023,23403,"Reconstruction of Grand Concourse Boulevard, Phase V, from East Fordham Road to East 198th Street, Bronx",Bronx,Preliminary and Final,DDC/DOT,28631,Public,Calendared for Consent,Landscape architecture
11/13/2023,23404,"Installation of signage, Fort Greene Health Center, 295 Flatbush Avenue Extension, Brooklyn",Brooklyn,Final,DOHMH,28632,Public and Private,Calendared for Consent,Signage
11/13/2023,23407,"Installation of prototypical signage, Bay Terrace Community Library, 18-36 Bell Boulevard, Bayside, Queens",Queens,Preliminary and Final,QL,28649,Public,Calendared for Consent,Signage
11/13/2023,23408,"Installation of prototypical signage, Bayside Community Library, 214-20 Northern Boulevard, Bayside, Queens",Queens,Preliminary and Final,QL,28650,Public,Calendared for Consent,Signage
11/13/2023,23409,"Installation of prototypical signage, Bellerose Community Library, 250-06 Hillside Avenue, Bellerose, Queens",Queens,Preliminary and Final,QL,28651,Public,Calendared for Consent,Signage
11/13/2023,23410,"Installation of prototypical signage, Broadway Community Library, 40-20 Broadway, Astoria, Queens",Queens,Preliminary and Final,QL,28652,Public,Calendared for Consent,Signage
11/13/2023,23411,"Installation of prototypical signage, Sunnyside Community Library, 43-06 Greenpoint Avenue, Long Island City, Queens",Queens,Preliminary and Final,QL,28653,Public,Calendared for Consent,Signage
11/13/2023,23413,"Construction of ADA paths and adjacent site work, Delacorte Theater, Central Park, Central Park West and West 81st Street, Manhattan",Manhattan,Preliminary,DPR/CPC,28656,Public,Calendared for Public Hearing,Landscape architecture
11/13/2023,23414,"Installation of The Hawk and the Heron by Tatiana Arocha, Music Hall, Snug Harbor Cultural Center, 1000 Richmond Terrace, Staten Island",Staten Island,Final,DCLA%/DDC,28630,Public,Calendared for Consent,Artwork
11/13/2023,23415,"Addition of 47 medallions to the installation of 86 medallions, Avenue of the Americas between West 42nd Street and Canal Street, Manhattan",Manhattan,Amended Final,DOT,28634,Public,Calendared for Consent,Signage
11/13/2023,23416,"Minor modifications to the construction of a park, FDR Drive between East 56th Street and East 57th Street, Manhattan",Manhattan,Amended Final,DPR,28643,Public,Calendared for Consent,Landscape architecture
11/13/2023,23417,"Removal and temporary storage of The Tempest (1966) and Romeo and Juliet (1977) by Milton Hebald, Delacorte Theater, West 81st Street and Central Park West, Central Park, Manhattan",Manhattan,Preliminary,DPR/CPC,28644,Public,Calendared for Consent,Artwork
11/13/2023,23418,"Installation of wave attenuation piles and barges, Pier C, Brooklyn Navy Yard Industrial Park, 63 Flushing Avenue, Brooklyn",Brooklyn,Preliminary and Final,EDC,28645,Public,Calendared for Consent,Landscape architecture
11/13/2023,23419,"Minor modifications to the construction of Andrew Haswell Green Park, Phase IIB, including the reconstruction of the pavilion roof, East 60th Street to East 63rd Street between the FDR Drive and the East River, Manhattan",Manhattan,Amended Final,EDC/DPR,28648,Public,Calendared for Consent,Landscape architecture
11/13/2023,23420,"Installation of an artwork by Serge Attukwei Clottey, Baisley Park Community Library, 117-11 Sutphin Boulevard, Jamaica, Queens",Queens,Conceptual,DCLA%/DDC,28654,Public,Calendared for Public Hearing,Artwork
11/13/2023,23421,"Installation of Brooklyn Museum of Love and Wonder by Vanessa German, Shirley Chisholm Recreation Center, 3002 Foster Avenue between Nostrand Avenue and New York Avenue, Brooklyn",Brooklyn,Conceptual,DCLA%/DDC/DPR,28655,Public,Calendared for Public Hearing,Artwork
11/13/2023,23426,"Reconstruction of the athletic fields and dog run, John F. Murray Playground, 45th Road and 45th Avenue between 11th Street and 21st Street, Hunters Point, Queens",Queens,Preliminary,DPR,28637,Public,Calendared for Consent,Landscape architecture
11/13/2023,23427,"Construction of Thames Plaza, including installation of security gates and bollards, Thames Street between Trinity Place and Broadway, Manhattan",Manhattan,Final,DOT,28633,Public,Calendared for Consent,Landscape architecture
11/13/2023,23428,"Reconstruction of the basketball courts, Brighton Playground, Riegelmann Boardwalk, Brightwater Court, and Brighton 1st Place, Brooklyn",Brooklyn,Preliminary,DPR,28638,Public,Calendared for Consent,Landscape architecture
11/13/2023,23429,"Construction of an ADA path and adjacent site work, Great Hill, Central Park, Central Park West between West 103rd Street and West 107th Street, Manhattan",Manhattan,Preliminary,DPR/CPC,28657,Public,Calendared for Public Hearing,Landscape architecture
11/22/2023,23430,"Minor modifications to the installation of a shade structure and adult fitness equipment, Harmony Playground, Prospect Park West between 9th Street and 11th Street, Prospect Park, Brooklyn",Brooklyn,Amended Final,DPR,28658,Public,Delegation Approval,Landscape architecture
